ASN,CC,IP,numberOfIPs,abusePercent
262346,BR,1,8160,0.00012254901960784314
262350,BR,2,3060,0.00065359477124183
262352,BR,3,6120,0.0004901960784313724
262354,BR,5,5100,0.0009803921568627449
262359,BR,1,4080,0.00024509803921568627
262369,BR,1,8160,0.00012254901960784314
262372,BR,1,3060,0.000326797385620915
262373,BR,1,2040,0.0004901960784313724
262375,BR,4,14280,0.00028011204481792715
262378,BR,3,5100,0.000588235294117647
262379,BR,1,2040,0.0004901960784313724
262383,BR,1,2040,0.0004901960784313724
262387,BR,6,8160,0.0007352941176470588
262388,BR,3,4080,0.0007352941176470588
262391,BR,7,8160,0.000857843137254902
262394,BR,2,7140,0.00028011204481792715
262401,BR,2,8160,0.00024509803921568627
262403,BR,1,3060,0.000326797385620915
262404,BR,2,8160,0.00024509803921568627
262405,BR,1,1020,0.0009803921568627449
262408,BR,3,3060,0.0009803921568627449
262409,BR,2,2040,0.0009803921568627449
262414,BR,1,765,0.00130718954248366
262416,BR,2,2040,0.0009803921568627449
262418,BR,1,4080,0.00024509803921568627
262420,BR,4,11220,0.00035650623885917997
262422,BR,3,3060,0.0009803921568627449
262426,BR,1,1020,0.0009803921568627449
262427,BR,1,8160,0.00012254901960784314
262429,BR,1,3060,0.000326797385620915
262433,BR,3,2040,0.0014705882352941176
262450,BR,1,2040,0.0004901960784313724
262454,BR,3,1020,0.0029411764705882357
262459,BR,1,5100,0.000196078431372549
262460,BR,1,3060,0.000326797385620915
262461,BR,6,6120,0.0009803921568627449
262462,BR,4,8160,0.0004901960784313724
262468,BR,5,12240,0.0004084967320261438
262470,BR,3,9180,0.000326797385620915
262474,BR,1,3060,0.000326797385620915
262476,BR,8,7140,0.0011204481792717086
262478,BR,1,4080,0.00024509803921568627
262486,BR,1,2040,0.0004901960784313724
262488,BR,3,8160,0.0003676470588235294
262491,BR,1,5100,0.000196078431372549
262493,BR,1,8160,0.00012254901960784314
262494,BR,9,5100,0.0017647058823529415
262497,BR,2,3825,0.0005228758169934642
262498,BR,1,4080,0.00024509803921568627
262502,BR,3,7140,0.00042016806722689084
262503,BR,3,2040,0.0014705882352941176
262504,BR,5,4080,0.0012254901960784314
262505,BR,3,8160,0.0003676470588235294
262509,BR,2,5100,0.000392156862745098
262516,BR,1,4080,0.00024509803921568627
262517,BR,2,4080,0.0004901960784313724
262519,BR,1,5100,0.000196078431372549
262522,BR,1,2040,0.0004901960784313724
262526,BR,1,7140,0.00014005602240896358
26253,US,4,39525,0.00010120177103099305
262530,BR,1,3060,0.000326797385620915
262535,BR,3,6120,0.0004901960784313724
262537,BR,1,2040,0.0004901960784313724
262542,BR,10,4080,0.0024509803921568627
262543,BR,5,2040,0.0024509803921568627
262544,BR,4,10965,0.000364797081623347
262545,BR,11,15045,0.0007311399135925558
262548,BR,1,789,0.0012674271229404306
262550,BR,4,4080,0.0009803921568627449
262557,BR,3,4080,0.0007352941176470588
262558,BR,4,2040,0.0019607843137254897
262561,BR,3,4080,0.0007352941176470588
262562,BR,1,2040,0.0004901960784313724
262565,BR,1,3060,0.000326797385620915
262566,BR,1,3060,0.000326797385620915
262567,BR,1,2040,0.0004901960784313724
262568,BR,1,3060,0.000326797385620915
262569,BR,1,4080,0.00024509803921568627
262572,BR,1,2040,0.0004901960784313724
262575,BR,1,5100,0.000196078431372549
262584,BR,1,1020,0.0009803921568627449
262586,BR,1,1020,0.0009803921568627449
262587,BR,6,3060,0.0019607843137254897
262588,BR,1,5100,0.000196078431372549
262589,BR,12,96645,0.00012416576129132393
262591,BR,1,6120,0.0001633986928104575
262592,BR,2,4080,0.0004901960784313724
262595,BR,3,10200,0.0002941176470588235
262600,BR,3,2040,0.0014705882352941176
262602,BR,4,2040,0.0019607843137254897
262603,BR,1,765,0.00130718954248366
262604,BR,5,9945,0.0005027652086475615
262606,BR,1,4080,0.00024509803921568627
262607,BR,34,3060,0.011111111111111113
262617,BR,5,6120,0.0008169934640522876
262621,BR,1,2040,0.0004901960784313724
262625,BR,1,2040,0.0004901960784313724
262628,BR,1,2040,0.0004901960784313724
262632,BR,2,4080,0.0004901960784313724
262633,BR,2,3060,0.00065359477124183
262634,BR,1,2040,0.0004901960784313724
262635,BR,3,3060,0.0009803921568627449
262638,BR,1,5100,0.000196078431372549
262646,BR,1,2040,0.0004901960784313724
262647,BR,1,765,0.00130718954248366
262651,BR,2,6120,0.000326797385620915
262659,BR,1,16320,6.127450980392157e-05
262661,BR,2,3060,0.00065359477124183
262663,BR,2,24480,8.169934640522875e-05
262664,BR,3,13260,0.00022624434389140272
262665,BR,1,4080,0.00024509803921568627
262668,BR,8,10200,0.000784313725490196
262669,BR,1,15300,6.535947712418301e-05
262672,BR,1,1020,0.0009803921568627449
262673,BR,3,40800,7.352941176470589e-05
262676,BR,1,4080,0.00024509803921568627
262680,BR,4,17340,0.0002306805074971165
262681,BR,4,8160,0.0004901960784313724
262683,BR,6,8160,0.0007352941176470588
262684,BR,1,4080,0.00024509803921568627
262687,BR,5,5100,0.0009803921568627449
262688,BR,3,20400,0.00014705882352941178
262690,BR,1,4080,0.00024509803921568627
262691,BR,2,23460,8.525149190110827e-05
262696,BR,4,4080,0.0009803921568627449
262698,BR,2,6120,0.000326797385620915
262699,BR,1,6120,0.0001633986928104575
262702,BR,23,4080,0.005637254901960784
262706,BR,1,11475,8.714596949891067e-05
262707,BR,2,4080,0.0004901960784313724
262717,BR,28,5865,0.004774083546462063
262720,BR,1,8160,0.00012254901960784314
262721,BR,2,8160,0.00024509803921568627
262723,BR,1,4080,0.00024509803921568627
262725,BR,6,8160,0.0007352941176470588
262731,BR,3,8160,0.0003676470588235294
262732,BR,3,23460,0.0001278772378516624
262733,BR,1,9435,0.00010598834128245892
262734,BR,1,4080,0.00024509803921568627
262736,BR,1,4080,0.00024509803921568627
262740,BR,5,8160,0.0006127450980392157
262744,BR,1,6120,0.0001633986928104575
262746,BR,1,6120,0.0001633986928104575
262748,BR,5,7140,0.0007002801120448178
262750,BR,8,8160,0.0009803921568627449
262751,BR,1,7140,0.00014005602240896358
262752,BR,1,2295,0.00043572984749455336
262753,BR,1,16320,6.127450980392157e-05
262758,BR,1,4080,0.00024509803921568627
262761,BR,10,13251,0.000754660025658441
262764,BR,1,2040,0.0004901960784313724
262765,BR,4,8160,0.0004901960784313724
26277,US,8,16320,0.0004901960784313724
262773,BR,1,8160,0.00012254901960784314
262779,BR,2,4080,0.0004901960784313724
262782,BR,2,5610,0.00035650623885917997
262784,BR,1,10200,9.80392156862745e-05
262785,BR,8,10200,0.000784313725490196
262786,BR,1,1785,0.0005602240896358543
262791,BR,1,3060,0.000326797385620915
262792,BR,1,4080,0.00024509803921568627
262793,BR,3,2040,0.0014705882352941176
262794,BR,4,5100,0.000784313725490196
262797,BR,2,7140,0.00028011204481792715
262802,BR,1,5100,0.000196078431372549
262806,BR,3,4080,0.0007352941176470588
262807,BR,3,16320,0.0001838235294117647
262808,BR,2,14280,0.00014005602240896358
262809,BR,3,4080,0.0007352941176470588
262813,BR,2,7905,0.0002530044275774826
262815,BR,1,2040,0.0004901960784313724
262818,BR,2,1530,0.00130718954248366
262819,BR,1,6120,0.0001633986928104575
26282,US,2,7140,0.00028011204481792715
262820,BR,36,3060,0.011764705882352941
262827,BR,2,4080,0.0004901960784313724
262828,BR,3,4080,0.0007352941176470588
262830,BR,1,4080,0.00024509803921568627
262832,BR,2,8160,0.00024509803921568627
262838,BR,1,2040,0.0004901960784313724
262839,BR,2,2040,0.0009803921568627449
262847,BR,1,5100,0.000196078431372549
262848,BR,1,5100,0.000196078431372549
262851,BR,2,6120,0.000326797385620915
262854,BR,10,5100,0.0019607843137254897
262856,BR,3,2040,0.0014705882352941176
262865,BR,1,10200,9.80392156862745e-05
262869,BR,1,1020,0.0009803921568627449
262872,BR,3,2040,0.0014705882352941176
262877,BR,1,6120,0.0001633986928104575
262879,BR,5,5100,0.0009803921568627449
26288,CA,4,28815,0.0001388165885823356
262880,BR,1,4080,0.00024509803921568627
262881,BR,1,1020,0.0009803921568627449
262895,BR,3,2040,0.0014705882352941176
262896,BR,1,2040,0.0004901960784313724
262901,BR,1,8160,0.00012254901960784314
262906,BR,1,1020,0.0009803921568627449
262907,BR,4,12240,0.000326797385620915
262909,BR,3,4080,0.0007352941176470588
262914,MX,3,64260,4.668534080298786e-05
26292,US,1,24990,4.001600640256102e-05
262927,MX,1,2040,0.0004901960784313724
262928,CO,1,12240,8.169934640522875e-05
262932,AR,1,11220,8.912655971479499e-05
262934,AR,3,3060,0.0009803921568627449
262935,AR,1,1020,0.0009803921568627449
262940,BR,1,1020,0.0009803921568627449
262942,BR,2,1020,0.0019607843137254897
262944,MX,1,2040,0.0004901960784313724
262946,BR,2,2040,0.0009803921568627449
262949,BR,1,2040,0.0004901960784313724
262951,BR,1,1020,0.0009803921568627449
262954,BR,1,1530,0.00065359477124183
262955,BR,3,3060,0.0009803921568627449
262957,BR,2,1020,0.0019607843137254897
262961,BR,2,4080,0.0004901960784313724
262966,BR,1,2040,0.0004901960784313724
262973,BR,4,8160,0.0004901960784313724
262977,BR,1,3060,0.000326797385620915
262983,BR,1,16320,6.127450980392157e-05
262992,BR,1,5100,0.000196078431372549
262996,BR,1,2040,0.0004901960784313724
262997,BR,1,4080,0.00024509803921568627
262998,BR,1,2040,0.0004901960784313724
262999,BR,2,4080,0.0004901960784313724
263002,BR,1,3060,0.000326797385620915
263006,BR,1,2040,0.0004901960784313724
263007,BR,1,2040,0.0004901960784313724
263009,BR,2,3060,0.00065359477124183
263022,BR,1,2040,0.0004901960784313724
263023,BR,1,4080,0.00024509803921568627
263024,BR,2,4080,0.0004901960784313724
263025,BR,1,1020,0.0009803921568627449
263026,BR,7,4080,0.001715686274509804
263028,BR,1,4080,0.00024509803921568627
263030,BR,3,2040,0.0014705882352941176
263031,BR,5,2040,0.0024509803921568627
263036,BR,2,1020,0.0019607843137254897
263046,BR,8,2040,0.0039215686274509795
263047,BR,5,8160,0.0006127450980392157
263055,BR,1,4080,0.00024509803921568627
263056,BR,1,2040,0.0004901960784313724
263057,BR,1,4080,0.00024509803921568627
263058,BR,4,2040,0.0019607843137254897
263059,BR,1,2040,0.0004901960784313724
263066,BR,3,4080,0.0007352941176470588
263073,BR,2,10200,0.000196078431372549
263080,BR,3,6120,0.0004901960784313724
263084,BR,1,4080,0.00024509803921568627
263085,BR,1,2040,0.0004901960784313724
263090,BR,1,3060,0.000326797385620915
263096,BR,1,2040,0.0004901960784313724
263097,BR,2,2040,0.0009803921568627449
263098,BR,1,3060,0.000326797385620915
263102,BR,1,1020,0.0009803921568627449
263110,BR,1,5100,0.000196078431372549
263112,BR,3,1020,0.0029411764705882357
263114,MX,4,9690,0.000412796697626419
263120,BR,1,2040,0.0004901960784313724
263126,BR,1,2040,0.0004901960784313724
263130,BR,2,2040,0.0009803921568627449
263140,BR,1,2040,0.0004901960784313724
263153,BR,1,2040,0.0004901960784313724
263155,BR,2,1020,0.0019607843137254897
263162,BR,1,2040,0.0004901960784313724
263163,BR,2,2040,0.0009803921568627449
263167,MX,3,1275,0.002352941176470588
263170,HN,1,2040,0.0004901960784313724
263175,GF,1,1020,0.0009803921568627449
263179,HN,2,6120,0.000326797385620915
263185,PE,1,2550,0.000392156862745098
263186,AR,1,1530,0.00065359477124183
263209,AR,1,3060,0.000326797385620915
263218,GT,3,1020,0.0029411764705882357
263222,TT,1,6120,0.0001633986928104575
263223,VE,1,3315,0.00030165912518853697
263227,CO,34,3570,0.009523809523809523
263228,PY,1,2550,0.000392156862745098
263230,AR,4,11220,0.00035650623885917997
263236,AR,1,4080,0.00024509803921568627
263237,CL,4,3060,0.00130718954248366
263238,EC,2,3060,0.00065359477124183
263243,EC,1,1020,0.0009803921568627449
263248,CR,1,2040,0.0004901960784313724
263252,BR,3,3060,0.0009803921568627449
263256,BR,8,2040,0.0039215686274509795
263258,BR,2,2805,0.0007130124777183599
263263,BR,1,4080,0.00024509803921568627
263268,BR,1,2040,0.0004901960784313724
263269,BR,2,2040,0.0009803921568627449
263276,BR,4,4080,0.0009803921568627449
263285,BR,3,1020,0.0029411764705882357
263289,BR,1,3060,0.000326797385620915
263294,BR,1,2040,0.0004901960784313724
263300,BR,4,65280,6.127450980392157e-05
263305,BR,3,1020,0.0029411764705882357
263309,BR,2,2040,0.0009803921568627449
263310,BR,1,2040,0.0004901960784313724
263314,BR,1,2040,0.0004901960784313724
263319,BR,1,255,0.0039215686274509795
263324,BR,4,2040,0.0019607843137254897
263327,BR,15,7650,0.0019607843137254897
263336,BR,4,2040,0.0019607843137254897
263339,BR,2,4080,0.0004901960784313724
263347,BR,4,8160,0.0004901960784313724
263349,BR,1,2040,0.0004901960784313724
263357,BR,1,8160,0.00012254901960784314
263361,BR,4,3060,0.00130718954248366
263369,BR,4,2040,0.0019607843137254897
26337,US,1,1020,0.0009803921568627449
263371,BR,1,2040,0.0004901960784313724
263373,BR,1,2040,0.0004901960784313724
263380,BR,7,2040,0.003431372549019608
263383,BR,2,1020,0.0019607843137254897
263388,BR,1,2040,0.0004901960784313724
263389,BR,1,1020,0.0009803921568627449
263393,BR,1,2040,0.0004901960784313724
263394,BR,1,2040,0.0004901960784313724
263395,BR,1,2040,0.0004901960784313724
263399,BR,1,1020,0.0009803921568627449
263400,BR,1,2040,0.0004901960784313724
263402,BR,1,2040,0.0004901960784313724
263405,BR,1,4080,0.00024509803921568627
263411,BR,2,2040,0.0009803921568627449
263413,BR,1,2040,0.0004901960784313724
263416,BR,6,3060,0.0019607843137254897
263419,BR,1,2040,0.0004901960784313724
263420,BR,1,2040,0.0004901960784313724
263422,BR,4,2040,0.0019607843137254897
263432,BR,5,6630,0.0007541478129713424
263441,BR,1,4080,0.00024509803921568627
263445,BR,1,1020,0.0009803921568627449
263451,BR,1,1020,0.0009803921568627449
263456,BR,4,1020,0.0039215686274509795
263460,BR,9,5100,0.0017647058823529415
263463,BR,2,1020,0.0019607843137254897
263464,BR,3,2040,0.0014705882352941176
263465,BR,1,4080,0.00024509803921568627
263468,BR,8,2040,0.0039215686274509795
26347,US,85,172635,0.0004923682914820286
263481,BR,2,2040,0.0009803921568627449
263482,BR,2,2040,0.0009803921568627449
263484,BR,1,2040,0.0004901960784313724
263495,BR,1,2040,0.0004901960784313724
263496,BR,1,3060,0.000326797385620915
263498,BR,1,2040,0.0004901960784313724
263499,BR,1,2040,0.0004901960784313724
2635,US,49,25245,0.001940978411566647
263500,BR,7,4080,0.001715686274509804
263503,BR,3,1020,0.0029411764705882357
263510,BR,1,1020,0.0009803921568627449
263511,BR,2,1020,0.0019607843137254897
263512,BR,1,2040,0.0004901960784313724
263522,BR,1,3060,0.000326797385620915
263524,BR,2,2040,0.0009803921568627449
263532,BR,1,2040,0.0004901960784313724
263537,BR,5,4078,0.0012260912211868565
263543,BR,1,2040,0.0004901960784313724
263545,BR,1,1020,0.0009803921568627449
263546,BR,2,4080,0.0004901960784313724
263548,BR,1,4080,0.00024509803921568627
263555,BR,2,2040,0.0009803921568627449
263558,BR,4,3060,0.00130718954248366
263563,BR,8,2040,0.0039215686274509795
263566,BR,3,2040,0.0014705882352941176
263569,BR,1,3060,0.000326797385620915
263574,BR,2,3060,0.00065359477124183
263579,BR,2,2040,0.0009803921568627449
263581,BR,1,4080,0.00024509803921568627
263582,BR,1,4335,0.0002306805074971165
263583,BR,1,1020,0.0009803921568627449
263585,BR,3,8160,0.0003676470588235294
263586,BR,1,5100,0.000196078431372549
263591,BR,3,510,0.005882352941176471
263598,BR,2,7905,0.0002530044275774826
263599,BR,3,4080,0.0007352941176470588
263600,BR,1,2040,0.0004901960784313724
263603,BR,1,2040,0.0004901960784313724
263604,BR,1,2040,0.0004901960784313724
263608,BR,1,3060,0.000326797385620915
263609,BR,2,1020,0.0019607843137254897
263611,BR,2,4080,0.0004901960784313724
263612,BR,3,5100,0.000588235294117647
263616,BR,3,8160,0.0003676470588235294
263618,BR,1,1020,0.0009803921568627449
263619,BR,1,2040,0.0004901960784313724
263624,BR,1,2040,0.0004901960784313724
263629,BR,1,4080,0.00024509803921568627
263632,BR,2,4080,0.0004901960784313724
263637,BR,1,2040,0.0004901960784313724
263640,BR,19,2040,0.009313725490196078
263641,BR,3,3060,0.0009803921568627449
263643,BR,1,2040,0.0004901960784313724
263644,BR,4,1020,0.0039215686274509795
263645,BR,1,2040,0.0004901960784313724
263646,BR,3,5100,0.000588235294117647
263649,BR,3,6120,0.0004901960784313724
263650,BR,1,4080,0.00024509803921568627
263661,BR,1,2040,0.0004901960784313724
263665,BR,2,4080,0.0004901960784313724
263666,BR,1,1020,0.0009803921568627449
263675,BR,4,2295,0.0017429193899782135
263679,BR,1020,1020,1.0
263683,CR,2,41055,4.871513822920473e-05
263684,AR,1,765,0.00130718954248366
263686,HN,3,4080,0.0007352941176470588
263687,AR,2,4080,0.0004901960784313724
263691,CO,1,1020,0.0009803921568627449
2637,US,8,161693,4.9476477027453256e-05
263700,CL,2,4080,0.0004901960784313724
263703,VE,3,10200,0.0002941176470588235
263725,HN,2,2040,0.0009803921568627449
263735,HN,20400,20400,1.0
263737,AR,1,1020,0.0009803921568627449
263739,AR,1,1275,0.000784313725490196
263740,HN,12240,16320,0.75
263744,HN,2040,5100,0.4
263746,AR,1,1020,0.0009803921568627449
263749,CR,2,1020,0.0019607843137254897
263750,PY,1,2040,0.0004901960784313724
263753,CL,2,1020,0.0019607843137254897
263756,AR,1,1275,0.000784313725490196
263762,CR,1,4080,0.00024509803921568627
263765,NI,1,3060,0.000326797385620915
263771,VE,2,2295,0.0008714596949891067
263772,PA,1,1020,0.0009803921568627449
263779,CR,1,765,0.00130718954248366
263783,SV,3,14025,0.000213903743315508
263798,CO,6,2550,0.002352941176470588
263800,AR,2,765,0.00261437908496732
263805,EC,1,1020,0.0009803921568627449
263808,AR,1,1275,0.000784313725490196
263819,CO,3,510,0.005882352941176471
263821,HN,7650,9690,0.7894736842105263
263822,AR,1,5100,0.000196078431372549
263826,CL,2,2040,0.0009803921568627449
263827,AR,4,1020,0.0039215686274509795
263834,AR,4,6375,0.0006274509803921569
263856,BR,1,1275,0.000784313725490196
263859,BR,1,255,0.0039215686274509795
263864,BR,1,2040,0.0004901960784313724
263874,BR,1,1020,0.0009803921568627449
263880,BR,17,4080,0.0041666666666666675
2639,US,2,31620,6.325110689437066e-05
263903,BR,5,2040,0.0024509803921568627
263904,BR,21,2040,0.010294117647058823
263905,BR,1,3060,0.000326797385620915
263912,BR,1,2040,0.0004901960784313724
263914,BR,1,1020,0.0009803921568627449
263915,BR,3,1020,0.0029411764705882357
263917,BR,3,1020,0.0029411764705882357
263920,BR,1,1020,0.0009803921568627449
263930,BR,1,1020,0.0009803921568627449
263935,BR,2,1530,0.00130718954248366
263936,BR,1,1020,0.0009803921568627449
263940,BR,1,1020,0.0009803921568627449
263942,BR,1,1020,0.0009803921568627449
263944,BR,2,1020,0.0019607843137254897
263946,BR,1,4335,0.0002306805074971165
263947,BR,2,1020,0.0019607843137254897
263950,BR,2,1020,0.0019607843137254897
263974,BR,1,1020,0.0009803921568627449
263981,BR,1,2040,0.0004901960784313724
263983,BR,2,1020,0.0019607843137254897
263985,BR,1,2040,0.0004901960784313724
263990,BR,1,1020,0.0009803921568627449
263994,BR,1,2040,0.0004901960784313724
263996,BR,2,1020,0.0019607843137254897
263998,BR,2,2040,0.0009803921568627449
26400,US,1,2295,0.00043572984749455336
264004,BR,1,1020,0.0009803921568627449
264005,BR,1,2040,0.0004901960784313724
264006,BR,1,1020,0.0009803921568627449
264009,BR,4,3060,0.00130718954248366
264013,BR,1,2040,0.0004901960784313724
264016,BR,13,5100,0.002549019607843137
264021,BR,1,1020,0.0009803921568627449
264025,BR,1,2040,0.0004901960784313724
264026,BR,1,1020,0.0009803921568627449
264043,BR,2,1020,0.0019607843137254897
264046,BR,1,1020,0.0009803921568627449
264049,BR,1,1020,0.0009803921568627449
264050,BR,1,1020,0.0009803921568627449
264052,BR,1,2040,0.0004901960784313724
264064,BR,1,1020,0.0009803921568627449
264072,BR,1,1020,0.0009803921568627449
264077,BR,1,765,0.00130718954248366
