ASN,CC,IP,numberOfIPs,abusePercent
51310,PL,2,2805,0.0007130124777183599
51315,UA,3,510,0.005882352941176471
51320,GB,3,16320,0.0001838235294117647
51336,PS,2,20400,9.80392156862745e-05
51342,AM,4,2550,0.001568627450980392
51346,RU,24,2040,0.011764705882352941
51349,EE,1,1530,0.00065359477124183
51351,CZ,10,16575,0.0006033182503770738
51354,AM,1,255,0.0039215686274509795
51355,IR,1,1020,0.0009803921568627449
51357,UA,2,510,0.0039215686274509795
51362,ES,2,2040,0.0009803921568627449
51363,KZ,1,510,0.0019607843137254897
51371,CZ,1,1020,0.0009803921568627449
51373,PL,2,3570,0.0005602240896358543
51375,BH,4,69615,5.745888098829275e-05
51384,RO,1,255,0.0039215686274509795
51390,PL,1,8160,0.00012254901960784314
51395,CH,19,20400,0.000931372549019608
51399,PL,2,4590,0.00043572984749455336
51402,DE,1,10455,9.564801530368244e-05
51407,PS,4,72165,5.5428531836762975e-05
51408,RU,3,3315,0.0009049773755656108
51410,RU,1,255,0.0039215686274509795
51411,IR,5,5610,0.00089126559714795
51416,RU,1,1020,0.0009803921568627449
51426,PL,1,3570,0.00028011204481792715
51428,CZ,4,6120,0.00065359477124183
51430,NL,4,17850,0.0002240896358543417
51440,PS,2,24480,8.169934640522875e-05
51448,CZ,1,510,0.0019607843137254897
51451,RS,1,2040,0.0004901960784313724
51453,AT,1,2550,0.000392156862745098
51461,RO,2,3825,0.0005228758169934642
51468,DK,16,7140,0.002240896358543417
51469,IR,12,11220,0.0010695187165775401
51477,RU,1,1275,0.000784313725490196
51495,TM,19,255,0.07450980392156863
51500,UA,1,1020,0.0009803921568627449
51501,RU,1,6375,0.00015686274509803922
51504,EE,3,17340,0.00017301038062283736
51506,RU,1,255,0.0039215686274509795
51515,RU,4,13005,0.00030757400999615535
51518,UA,5,510,0.00980392156862745
51522,UA,1,14280,7.002801120448179e-05
51540,TR,5,16830,0.00029708853238265005
51541,IR,8,5355,0.0014939309056956115
51543,RU,2,6375,0.00031372549019607844
51547,RU,2,4335,0.000461361014994233
51557,TR,5,4080,0.0012254901960784314
51559,TR,20,47175,0.0004239533651298357
51561,GB,4,49980,8.003201280512204e-05
51570,RU,60,107355,0.0005588933910856504
51579,RU,1,2040,0.0004901960784313724
51580,IT,1,22185,4.50755014649538e-05
51582,BG,3,30345,9.886307464162137e-05
51583,RU,1,4080,0.00024509803921568627
51590,PL,1,2040,0.0004901960784313724
51592,RU,1,9180,0.00010893246187363834
51604,RU,17,88230,0.0001926782273603083
51615,SI,1,28560,3.501400560224089e-05
51622,UA,3,3060,0.0009803921568627449
51623,RU,1,510,0.0019607843137254897
51645,RU,17,43095,0.0003944773175542406
51653,SK,4,8160,0.0004901960784313724
51655,CZ,1,2040,0.0004901960784313724
51659,RU,96,9180,0.01045751633986928
51662,ES,1,1020,0.0009803921568627449
51669,RU,1,17340,5.7670126874279124e-05
51681,ES,2,7905,0.0002530044275774826
51685,RU,3,2040,0.0014705882352941176
51696,NL,2,3060,0.00065359477124183
51725,UA,2,6120,0.000326797385620915
51731,CZ,6,8160,0.0007352941176470588
51737,PS,2,52530,3.807348181991243e-05
51738,UA,2,1530,0.00130718954248366
51740,RU,1,3060,0.000326797385620915
51747,SE,1,55845,1.790670606142e-05
51754,FR,1,4080,0.00024509803921568627
51756,RU,1,3315,0.00030165912518853697
51759,IR,2,4080,0.0004901960784313724
51764,RU,1,6630,0.00015082956259426848
51765,FI,21,13515,0.0015538290788013318
51783,RU,1,3060,0.000326797385620915
51784,UA,12,33660,0.00035650623885917997
51787,GB,5,255,0.0196078431372549
51788,IR,2,3570,0.0005602240896358543
51792,PL,1,5100,0.000196078431372549
51812,RU,1,8670,0.00011534025374855825
51813,RU,1,2550,0.000392156862745098
51815,SE,6,32130,0.00018674136321195143
51819,RU,5,47175,0.00010598834128245892
51833,KZ,1,255,0.0039215686274509795
51838,RU,1,255,0.0039215686274509795
51848,UA,2,1275,0.001568627450980392
51851,UA,1,255,0.0039215686274509795
51852,CH,329,32895,0.010001519987840095
51859,RS,1,6120,0.0001633986928104575
51862,DE,3,11985,0.0002503128911138924
51884,CZ,1,255,0.0039215686274509795
51896,IS,2,15300,0.00013071895424836605
51903,UA,1,1020,0.0009803921568627449
51904,RU,1,2040,0.0004901960784313724
51917,UA,6,1020,0.005882352941176471
51918,GB,2,18870,0.00010598834128245892
51929,SE,1,6375,0.00015686274509803922
51955,LV,2,1275,0.001568627450980392
51960,PL,1,1020,0.0009803921568627449
51962,UA,1,255,0.0039215686274509795
51964,FR,1,2510724,3.982914888295169e-07
51966,LU,1,255,0.0039215686274509795
51968,CZ,1,4080,0.00024509803921568627
51975,SA,1,1785,0.0005602240896358543
51978,DE,1,17085,5.85308750365818e-05
51993,UA,2,4080,0.0004901960784313724
51997,KZ,3,8415,0.00035650623885917997
52,US,4,327675,1.2207217517357135e-05
52000,RU,2,3825,0.0005228758169934642
52003,UA,1,510,0.0019607843137254897
52008,RU,1,1020,0.0009803921568627449
52015,RU,3,5034,0.0005959475566150177
52022,RU,1,1020,0.0009803921568627449
52026,RS,1,13260,7.541478129713424e-05
52029,CZ,2,2040,0.0009803921568627449
52030,IT,3,15555,0.00019286403085824492
52043,RU,3,11220,0.00026737967914438503
52048,LV,22,3825,0.005751633986928104
52049,IR,1,1020,0.0009803921568627449
52056,FI,1,4080,0.00024509803921568627
52073,AL,2,5100,0.000392156862745098
52074,UA,1,510,0.0019607843137254897
52075,FR,2,130815,1.528876657875626e-05
52084,CZ,1,2040,0.0004901960784313724
52092,CZ,1,4590,0.00021786492374727668
52106,PL,1,2805,0.00035650623885917997
52116,RS,11,19635,0.0005602240896358543
52145,PS,1,6120,0.0001633986928104575
52163,RU,1,1785,0.0005602240896358543
52173,LV,25,5865,0.004262574595055414
52176,CZ,1,2040,0.0004901960784313724
52180,UA,1,3060,0.000326797385620915
52182,UA,2,1020,0.0019607843137254897
52191,UA,2,1530,0.00130718954248366
52194,RU,2,4845,0.000412796697626419
52198,RU,1,255,0.0039215686274509795
52201,RU,16,284,0.056338028169014086
52207,RU,9,53295,0.00016887137630171685
52213,UA,2,4590,0.00043572984749455336
52219,US,516,2295,0.22483660130718955
52228,CR,21,195840,0.00010723039215686274
52232,AR,1,32385,3.087849312953528e-05
52233,CW,3,19890,0.00015082956259426848
52234,CL,1,255,0.0039215686274509795
52238,EC,1,2040,0.0004901960784313724
52242,NI,1,17595,5.683432793407218e-05
52250,BO,1,255,0.0039215686274509795
52251,AR,6,33660,0.00017825311942958999
52259,AR,1,2040,0.0004901960784313724
52260,HT,1,28560,3.501400560224089e-05
52262,HN,1,10965,9.119927040583675e-05
52263,CR,1,21675,4.61361014994233e-05
52268,AR,1,8160,0.00012254901960784314
52270,AR,1,9180,0.00010893246187363834
52271,AR,3,6885,0.00043572984749455336
52274,EC,1,765,0.00130718954248366
52279,AR,1,18105,5.5233360950013806e-05
52280,CL,2,3570,0.0005602240896358543
52281,VE,1,8160,0.00012254901960784314
52284,PA,3,3315,0.0009049773755656108
52286,GT,1,18360,5.446623093681917e-05
52303,AR,1,4080,0.00024509803921568627
52304,CL,1,255,0.0039215686274509795
52306,CL,1,255,0.0039215686274509795
52308,AR,21,27540,0.0007625272331154684
52310,CL,1,255,0.0039215686274509795
52312,AR,2,10710,0.00018674136321195143
52313,CL,1,765,0.00130718954248366
52317,AR,1,1020,0.0009803921568627449
52322,AR,1,5100,0.000196078431372549
52323,AR,1,16065,6.224712107065048e-05
52326,AR,1,2040,0.0004901960784313724
52327,AR,2,11730,0.00017050298380221653
52330,CO,2,3060,0.00065359477124183
52335,CO,1,1020,0.0009803921568627449
52339,AR,1,9180,0.00010893246187363834
52341,CL,1,7140,0.00014005602240896358
52344,CW,1,3570,0.00028011204481792715
52348,AR,1,6120,0.0001633986928104575
52349,AR,1,4080,0.00024509803921568627
52352,AR,2,8160,0.00024509803921568627
52354,AR,1,5100,0.000196078431372549
52356,CR,1,1020,0.0009803921568627449
52361,AR,7,48705,0.00014372241043014066
52362,GT,13,8925,0.0014565826330532213
52363,AR,7,8160,0.000857843137254902
52368,CL,18,6120,0.0029411764705882357
52369,AR,3,10200,0.0002941176470588235
52371,AR,2,1785,0.0011204481792717086
52372,AR,1,4080,0.00024509803921568627
52373,AR,2,1020,0.0019607843137254897
52380,AR,3,3060,0.0009803921568627449
52381,AR,4,6120,0.00065359477124183
52382,HT,1,510,0.0019607843137254897
52391,CW,1,1020,0.0009803921568627449
52393,HN,22440,22440,1.0
52399,AR,1,5355,0.00018674136321195143
52402,AR,1,4080,0.00024509803921568627
52405,AR,2,8160,0.00024509803921568627
52419,AR,3,4080,0.0007352941176470588
52420,AR,2,8925,0.0002240896358543417
52422,HN,2,1020,0.0019607843137254897
52423,CR,7,6120,0.0011437908496732027
52425,AR,1,2295,0.00043572984749455336
52426,AR,4,8160,0.0004901960784313724
52428,AR,6,4590,0.00130718954248366
52444,AR,6,19125,0.00031372549019607844
52449,BZ,4080,5100,0.8
52455,PY,1,3060,0.000326797385620915
52468,PA,9,37995,0.0002368732727990525
52469,PA,10,2040,0.004901960784313725
52485,HN,3060,3060,1.0
52490,AR,2,2040,0.0009803921568627449
52493,AR,1,2550,0.000392156862745098
52495,BO,2,12240,0.0001633986928104575
52512,CL,3,1020,0.0029411764705882357
52516,BR,2,2040,0.0009803921568627449
52524,BR,2,2805,0.0007130124777183599
52528,BR,4,3060,0.00130718954248366
52531,BR,1,3060,0.000326797385620915
52532,BR,24,12240,0.0019607843137254897
52537,BR,2,4080,0.0004901960784313724
52539,BR,1,5100,0.000196078431372549
52540,BR,1,2040,0.0004901960784313724
52545,BR,3,4080,0.0007352941176470588
52547,BR,1,5100,0.000196078431372549
52554,BR,2,2040,0.0009803921568627449
52557,BR,2,2040,0.0009803921568627449
52561,BR,2,3060,0.00065359477124183
52565,BR,2,5100,0.000392156862745098
52570,BR,2,3060,0.00065359477124183
52576,BR,4,1530,0.00261437908496732
52579,BR,1,3060,0.000326797385620915
52581,BR,1,1020,0.0009803921568627449
52583,BR,1,4080,0.00024509803921568627
52588,BR,1,2040,0.0004901960784313724
52594,BR,2,1020,0.0019607843137254897
52595,BR,1,510,0.0019607843137254897
52596,BR,15,2040,0.007352941176470587
52600,BR,1,2040,0.0004901960784313724
52601,BR,6,3060,0.0019607843137254897
52602,BR,1,2040,0.0004901960784313724
52603,BR,1,3060,0.000326797385620915
52607,BR,2,1020,0.0019607843137254897
52609,BR,2,4080,0.0004901960784313724
52612,BR,1,3060,0.000326797385620915
52614,BR,2,1020,0.0019607843137254897
52617,BR,1,1020,0.0009803921568627449
52618,BR,1,1020,0.0009803921568627449
52624,BR,1,2040,0.0004901960784313724
52626,BR,1,4080,0.00024509803921568627
52630,BR,3,6120,0.0004901960784313724
52631,BR,2,2040,0.0009803921568627449
52635,BR,9,1020,0.008823529411764706
52638,BR,1,2040,0.0004901960784313724
52642,BR,1,1020,0.0009803921568627449
52650,BR,2,3060,0.00065359477124183
52654,BR,5,4080,0.0012254901960784314
52657,BR,2,4080,0.0004901960784313724
52660,BR,1,2040,0.0004901960784313724
52661,BR,13,2040,0.006372549019607843
52662,BR,1,5100,0.000196078431372549
52664,BR,2,4080,0.0004901960784313724
52665,BR,3,1020,0.0029411764705882357
52666,BR,6,5100,0.001176470588235294
52669,BR,1,4080,0.00024509803921568627
52673,BR,2,1275,0.001568627450980392
52675,BR,1,1020,0.0009803921568627449
52682,BR,4,8160,0.0004901960784313724
52683,BR,4,2040,0.0019607843137254897
52685,BR,2,4080,0.0004901960784313724
52686,BR,2,3060,0.00065359477124183
52688,BR,2,1020,0.0019607843137254897
52690,BR,1,4080,0.00024509803921568627
52693,BR,3,9180,0.000326797385620915
52695,BR,1,3060,0.000326797385620915
52696,BR,2,1020,0.0019607843137254897
52698,BR,1,1020,0.0009803921568627449
52700,BR,2,2040,0.0009803921568627449
52702,BR,2,4080,0.0004901960784313724
52708,BR,3,2040,0.0014705882352941176
52709,BR,7,1020,0.006862745098039216
52717,BR,8,3060,0.00261437908496732
52718,BR,1,3060,0.000326797385620915
52720,BR,1,5100,0.000196078431372549
52721,BR,1,3060,0.000326797385620915
52722,BR,1,5100,0.000196078431372549
52726,BR,13,5100,0.002549019607843137
52727,BR,1,2040,0.0004901960784313724
52729,BR,1,2040,0.0004901960784313724
52736,BR,1,11220,8.912655971479499e-05
52746,BR,1,2040,0.0004901960784313724
52747,BR,7,7140,0.0009803921568627449
52749,BR,1,2040,0.0004901960784313724
52752,BR,1,8160,0.00012254901960784314
52753,BR,1,5100,0.000196078431372549
52758,BR,17,4080,0.0041666666666666675
52760,BR,2,3315,0.0006033182503770738
52767,BR,1,1020,0.0009803921568627449
52768,BR,1,5865,0.00017050298380221653
52769,BR,1,3060,0.000326797385620915
52770,BR,1,2040,0.0004901960784313724
52775,BR,2,4080,0.0004901960784313724
52777,BR,2,5100,0.000392156862745098
52780,BR,6,2040,0.0029411764705882357
52781,BR,3,4080,0.0007352941176470588
52783,BR,4,6120,0.00065359477124183
52786,BR,1,2040,0.0004901960784313724
52790,BR,1,2040,0.0004901960784313724
52794,BR,4,6120,0.00065359477124183
52795,BR,4,2805,0.0014260249554367199
52807,BR,9,1275,0.007058823529411766
52809,BR,3,2040,0.0014705882352941176
52812,BR,1,3060,0.000326797385620915
52814,BR,2,2040,0.0009803921568627449
52817,BR,3,3060,0.0009803921568627449
52818,BR,1,2040,0.0004901960784313724
52824,BR,2,4080,0.0004901960784313724
52829,BR,1,3060,0.000326797385620915
52843,BR,2,2040,0.0009803921568627449
52850,BR,1,4080,0.00024509803921568627
52856,BR,1,2040,0.0004901960784313724
52859,BR,1,3060,0.000326797385620915
52860,BR,2,3060,0.00065359477124183
52862,BR,2,10200,0.000196078431372549
52869,BR,1,3060,0.000326797385620915
52870,BR,1,1020,0.0009803921568627449
52871,BR,2,42840,4.668534080298786e-05
52872,BR,1,4335,0.0002306805074971165
52873,BR,3,4080,0.0007352941176470588
52874,BR,1,2040,0.0004901960784313724
52892,BR,1,7140,0.00014005602240896358
52894,BR,2,1020,0.0019607843137254897
52897,BR,1,1020,0.0009803921568627449
52898,BR,5,5100,0.0009803921568627449
52901,BR,3,7140,0.00042016806722689084
52902,BR,1,2040,0.0004901960784313724
52903,BR,2,2040,0.0009803921568627449
52904,BR,1,4080,0.00024509803921568627
52907,BR,4,1020,0.0039215686274509795
52909,BR,1,2040,0.0004901960784313724
52912,BR,2,2550,0.000784313725490196
52913,BR,2,8160,0.00024509803921568627
52916,BR,2,1785,0.0011204481792717086
52920,BR,1,4080,0.00024509803921568627
52923,BR,2,3825,0.0005228758169934642
52924,BR,3,4080,0.0007352941176470588
52925,BR,1,22440,4.4563279857397496e-05
52926,BR,2,1020,0.0019607843137254897
52932,BR,3,2040,0.0014705882352941176
52935,BR,2,5100,0.000392156862745098
52938,BR,2,2040,0.0009803921568627449
52939,BR,3,1020,0.0029411764705882357
52941,BR,4,2040,0.0019607843137254897
52944,BR,1,4080,0.00024509803921568627
52946,BR,3,1020,0.0029411764705882357
52960,BR,6,2040,0.0029411764705882357
52962,BR,1,5865,0.00017050298380221653
52963,BR,1,3060,0.000326797385620915
52964,BR,13,2040,0.006372549019607843
52965,BR,3,7395,0.00040567951318458417
52967,BR,1,8415,0.00011883541295306001
52971,BR,2,3060,0.00065359477124183
52972,BR,1,12240,8.169934640522875e-05
52974,BR,1,5610,0.00017825311942958999
52979,BR,3,2040,0.0014705882352941176
52981,BR,1,4080,0.00024509803921568627
52982,BR,4,4080,0.0009803921568627449
52986,BR,1,1020,0.0009803921568627449
52988,BR,3,5100,0.000588235294117647
52989,BR,4,4080,0.0009803921568627449
52993,BR,5,14280,0.00035014005602240897
52995,BR,1,6120,0.0001633986928104575
52999,BR,1,9180,0.00010893246187363834
53001,BR,1,3060,0.000326797385620915
53003,BR,1,4080,0.00024509803921568627
53005,BR,1,2295,0.00043572984749455336
53006,BR,62,587520,0.00010552832244008716
53008,BR,2,4080,0.0004901960784313724
53009,BR,2,1785,0.0011204481792717086
53013,BR,1,2040,0.0004901960784313724
53016,BR,1,16320,6.127450980392157e-05
53018,BR,5,4080,0.0012254901960784314
53019,BR,2,4080,0.0004901960784313724
53037,BR,1,1142910,8.749595331215931e-07
53038,BR,1,6120,0.0001633986928104575
53041,BR,6,2040,0.0029411764705882357
53043,BR,1,5100,0.000196078431372549
53048,BR,1,7140,0.00014005602240896358
53050,BR,2,8160,0.00024509803921568627
53057,BR,4,14280,0.00028011204481792715
53059,BR,5,18360,0.0002723311546840959
53061,BR,1,12240,8.169934640522875e-05
53062,BR,7,13260,0.0005279034690799396
53066,BR,6,19380,0.00030959752321981426
53071,BR,3,4080,0.0007352941176470588
53072,BR,1,4080,0.00024509803921568627
53073,BR,3,4080,0.0007352941176470588
53076,BR,1,6120,0.0001633986928104575
53078,BR,7,9180,0.0007625272331154684
53085,BR,2,9180,0.00021786492374727668
53087,BR,4,12240,0.000326797385620915
53093,BR,3,10200,0.0002941176470588235
53094,BR,1,5100,0.000196078431372549
53095,BR,1,3570,0.00028011204481792715
53097,BR,1,4080,0.00024509803921568627
53102,BR,1,8160,0.00012254901960784314
53107,BR,1,6630,0.00015082956259426848
53110,BR,1,3570,0.00028011204481792715
53111,BR,1,8160,0.00012254901960784314
53112,BR,1,8160,0.00012254901960784314
53113,BR,1,4080,0.00024509803921568627
53115,BR,1,4080,0.00024509803921568627
53118,BR,2,12240,0.0001633986928104575
53120,BR,2,4080,0.0004901960784313724
53122,BR,6,16320,0.0003676470588235294
53123,BR,5,4080,0.0012254901960784314
53125,BR,2,4080,0.0004901960784313724
53130,BR,1,6120,0.0001633986928104575
53131,BR,5,20400,0.00024509803921568627
53134,BR,3,4080,0.0007352941176470588
53135,BR,2,20400,9.80392156862745e-05
53137,BR,2,17340,0.00011534025374855825
53138,BR,1,6120,0.0001633986928104575
53140,BR,1,4080,0.00024509803921568627
53144,BR,1,7905,0.0001265022137887413
53146,BR,1,4080,0.00024509803921568627
53147,BR,1,4080,0.00024509803921568627
53149,BR,2,4080,0.0004901960784313724
53156,BR,5,4080,0.0012254901960784314
53158,BR,3,11220,0.00026737967914438503
53160,BR,1,5100,0.000196078431372549
53162,BR,2,8160,0.00024509803921568627
53164,BR,1,32895,3.0399756801945586e-05
53166,BR,3,130560,2.297794117647059e-05
53167,BR,2,7140,0.00028011204481792715
53171,BR,2,7140,0.00028011204481792715
53175,BR,1,9177,0.00010896807235480004
53176,BR,3,6120,0.0004901960784313724
53180,BR,4,4080,0.0009803921568627449
53181,BR,2,8160,0.00024509803921568627
53184,BR,2,11220,0.00017825311942958999
53187,BR,3,102000,2.9411764705882354e-05
53191,BR,1,3060,0.000326797385620915
53194,BR,1,4080,0.00024509803921568627
53197,BR,1,4080,0.00024509803921568627
53198,BR,1,1020,0.0009803921568627449
53199,BR,1,5100,0.000196078431372549
53206,BR,6,8160,0.0007352941176470588
53209,BR,17,5355,0.0031746031746031746
53222,BR,1,5100,0.000196078431372549
53224,BR,1,3060,0.000326797385620915
53227,BR,2,2040,0.0009803921568627449
53231,BR,4,4080,0.0009803921568627449
53237,BR,1,124440,8.036001285760205e-06
53238,BR,3,6118,0.0004903563255966002
53242,BR,5,12240,0.0004084967320261438
53243,BR,1,3060,0.000326797385620915
53245,BR,1,4080,0.00024509803921568627
53246,BR,9,13260,0.0006787330316742081
53250,US,1,30855,3.2409658078107274e-05
53264,US,2,31303,6.389163977893492e-05
53271,US,1,15810,6.325110689437066e-05
53274,US,1,3060,0.000326797385620915
53292,US,14,23460,0.0005967604433077579
53316,US,4,18360,0.00021786492374727668
53334,US,8,5100,0.001568627450980392
53340,US,9,32895,0.00027359781121751026
53347,US,2,28050,7.130124777183601e-05
53407,US,1,8415,0.00011883541295306001
53435,US,3,55080,5.446623093681917e-05
53460,US,1,4080,0.00024509803921568627
53488,US,1,26775,3.734827264239029e-05
53508,US,6,74205,8.085708510208207e-05
53587,US,2,23970,8.343763037129746e-05
53598,US,1,3315,0.00030165912518853697
53667,US,234,52785,0.00443307757885763
53703,US,1,5865,0.00017050298380221653
53712,US,1,57630,1.735207357279195e-05
53726,US,1,8160,0.00012254901960784314
53732,CA,1,71400,1.4005602240896359e-05
53755,US,37,126480,0.00029253636938646427
53764,PR,4,12240,0.000326797385620915
53766,US,1,4080,0.00024509803921568627
5377,NO,1,107865,9.270847819033051e-06
5378,GB,16,1305600,1.2254901960784313e-05
5379,MK,2,8160,0.00024509803921568627
53797,US,1,2040,0.0004901960784313724
53813,US,2,5100,0.000392156862745098
53824,US,8,23715,0.0003373392367699768
53828,US,3,88740,3.380662609871535e-05
53831,US,1,1530,0.00065359477124183
53834,US,1,4080,0.00024509803921568627
5384,AE,143,2373285,6.025403607236384e-05
5385,AT,4,70380,5.683432793407218e-05
53850,US,14,61965,0.00022593399499717582
53857,US,4,4845,0.000825593395252838
53889,US,277,378165,0.0007324844975077016
5390,NL,8,432480,1.8497965223825382e-05
5391,HR,17,1115625,1.5238095238095236e-05
53910,CA,8,7395,0.0010818120351588911
53913,CA,7,30090,0.0002326354270521768
5392,IT,1,16320,6.127450980392157e-05
5394,IT,3,83130,3.6088054853843375e-05
53959,US,1,10710,9.337068160597572e-05
5396,IT,5,119595,4.180776788327271e-05
5403,AT,1,87210,1.1466574934067196e-05
54039,US,1,1020,0.0009803921568627449
54044,CA,2,3570,0.0005602240896358543
54046,US,2,2040,0.0009803921568627449
54062,US,1,3060,0.000326797385620915
5408,GR,24,243525,9.85525100092393e-05
54098,US,1,15810,6.325110689437066e-05
5410,FR,85,1914030,4.440891731059597e-05
54103,US,2,118320,1.6903313049357674e-05
54113,US,3,168538,1.780014002776822e-05
54119,US,2,29070,6.879944960440316e-05
5413,GB,34,739500,4.5977011494252866e-05
54154,US,1,18870,5.299417064122947e-05
5416,BH,19,122910,0.00015458465543893903
54163,US,65280,81600,0.8
54182,CA,10,18360,0.0005446623093681918
54198,CA,2,120615,1.6581685528333955e-05
54288,US,3,24225,0.0001238390092879257
54290,US,136,298605,0.00045545118132650156
54301,US,3,4845,0.0006191950464396285
5432,BE,106,3912465,2.709289412173655e-05
54351,CA,1,1020,0.0009803921568627449
54359,CA,1,4080,0.00024509803921568627
5438,TN,47,726750,6.467148262813897e-05
54415,JP,1,1020,0.0009803921568627449
54444,CA,1,2295,0.00043572984749455336
54455,US,3,20400,0.00014705882352941178
54456,US,9,1785,0.005042016806722689
54458,US,1,3060,0.000326797385620915
54483,US,2,16830,0.00011883541295306001
54489,US,18,351900,5.115089514066496e-05
545,US,1,65280,1.5318627450980392e-05
54540,US,25,59670,0.0004189710072063013
54555,US,1,2040,0.0004901960784313724
54561,US,2,765,0.00261437908496732
5459,GB,1,3570,0.00028011204481792715
54600,US,17,388365,4.377325454147516e-05
54607,US,1,15300,6.535947712418301e-05
54614,CA,7,182325,3.839297956945016e-05
54641,US,19,33915,0.0005602240896358543
54643,CA,5,19812,0.0002523722996163941
5466,IE,39,1107210,3.5223670306445926e-05
54665,US,3,16575,0.00018099547511312217
5467,RU,1,9435,0.00010598834128245892
5468,RU,1,16320,6.127450980392157e-05
5470,GR,1,65535,1.5259021896696422e-05
54718,CA,1,3825,0.00026143790849673205
54720,US,2,4335,0.000461361014994233
54733,US,1,1020,0.0009803921568627449
54804,US,1,13005,7.689350249903884e-05
54819,US,1,1785,0.0005602240896358543
54825,US,10,37230,0.00026860059092130003
5483,HU,117,1052895,0.0001111221916715342
5484,IR,16,9435,0.001695813460519343
54858,US,2,48538,4.1204829205982944e-05
54876,US,1,2295,0.00043572984749455336
54913,US,4,510,0.007843137254901959
54934,US,2,2295,0.0008714596949891067
54938,US,1,4080,0.00024509803921568627
5495,RU,1,28815,3.47041471455839e-05
54994,US,29,71653,0.00040472834354458284
55,US,1,261630,3.822191644689065e-06
55002,US,4,84660,4.724781478856603e-05
55025,US,2,1020,0.0019607843137254897
5504,CY,1,21930,4.5599635202918376e-05
55045,US,10,8160,0.0012254901960784314
55081,US,16,51255,0.0003121646668617696
55140,US,1,25245,3.961180431768667e-05
55145,US,1,2550,0.000392156862745098
55154,US,1,1275,0.000784313725490196
55178,US,1,5100,0.000196078431372549
5518,LV,3,77265,3.882741215298001e-05
55195,CA,11,1530,0.0071895424836601295
5522,LT,3,86700,3.4602076124567484e-05
55229,US,2,1020,0.0019607843137254897
5523,RU,2,73440,2.7233115468409585e-05
55236,US,1,3570,0.00028011204481792715
55246,US,1,8415,0.00011883541295306001
5527,PL,1,5100,0.000196078431372549
5528,LV,1,765,0.00130718954248366
55286,CA,252,505665,0.0004983536531102606
55293,US,56,72675,0.0007705538355693153
553,EU,12,2102475,5.7075589483822625e-06
55303,PH,3,71655,4.186728072011723e-05
55307,Unknown,1,255,0.0039215686274509795
55309,Unknown,1,4080,0.00024509803921568627
55313,Unknown,1,6371,0.00015696123057604768
55330,AF,40,50745,0.0007882550004926594
55341,IN,10,5865,0.0017050298380221654
55342,MN,1,1020,0.0009803921568627449
55352,Unknown,19,36210,0.0005247169290251312
55355,HK,1,6630,0.00015082956259426848
55359,AU,1,5610,0.00017825311942958999
5538,LV,1,20400,4.901960784313725e-05
55381,Unknown,1,11220,8.912655971479499e-05
55406,BD,2,4845,0.000412796697626419
5541,RO,1,7650,0.00013071895424836605
55410,IN,23,268005,8.581929441614896e-05
55414,PK,1,2295,0.00043572984749455336
55415,SG,1,1275,0.000784313725490196
55423,TH,5,29962,0.00016687804552433083
55424,AF,3,11220,0.00026737967914438503
55427,NP,1,3060,0.000326797385620915
55430,SG,76,631890,0.00012027409833990093
55433,IN,255,510,0.5
55437,PH,1,510,0.0019607843137254897
55461,CN,3,10455,0.00028694404591104734
5547,RU,5,5355,0.0009337068160597573
55470,IN,11,21420,0.0005135387488328665
55488,TH,1,510,0.0019607843137254897
55492,BD,4,3060,0.00130718954248366
55501,PK,8,7395,0.0010818120351588911
55507,IN,3,6120,0.0004901960784313724
55511,LA,7,3060,0.002287581699346405
5552,GB,1,24990,4.001600640256102e-05
55536,HK,5,2805,0.0017825311942959
5555,GB,1,34935,2.8624588521540003e-05
55555,AU,1,3060,0.000326797385620915
55561,NZ,1,6630,0.00015082956259426848
55569,JP,1,2550,0.000392156862745098
55577,IN,14,20655,0.0006778019849915276
55592,Unknown,1,21164,4.725004725004725e-05
5563,RU,12,65280,0.0001838235294117647
55636,KH,2,3060,0.00065359477124183
55639,HK,2,3570,0.0005602240896358543
55644,IN,7,54060,0.00012948575656677766
55649,HK,1,6375,0.00015686274509803922
55652,ID,2,2040,0.0009803921568627449
55653,Unknown,11,4080,0.002696078431372549
55660,Unknown,18,4080,0.004411764705882353
55666,Unknown,13,15045,0.0008640744433366567
55668,Unknown,1,1785,0.0005602240896358543
55669,Unknown,1,3570,0.00028011204481792715
5567,RU,2,24480,8.169934640522875e-05
55670,Unknown,1,2040,0.0004901960784313724
55679,Unknown,2,4080,0.0004901960784313724
55684,Unknown,3,1530,0.0019607843137254897
55685,Unknown,23,11475,0.0020043572984749453
55688,Unknown,9,2040,0.004411764705882353
55698,Unknown,1,765,0.00130718954248366
55699,Unknown,12,26010,0.000461361014994233
557,US,2,291465,6.861887362118951e-06
55701,Unknown,2,4845,0.000412796697626419
55714,PK,10,67830,0.00014742739200943535
55720,MY,29,59610,0.000486495554437175
5573,RU,1,8160,0.00012254901960784314
5576,AL,2,5610,0.00035650623885917997
55769,KH,2,6120,0.000326797385620915
5577,LU,16,36720,0.00043572984749455336
5578,CZ,14,207060,6.76132521974307e-05
55792,PG,3,9435,0.0003179650238473768
5580,NL,1,14790,6.76132521974307e-05
55803,AU,12,78540,0.00015278838808250572
55805,MN,3,3060,0.0009803921568627449
55818,ID,1,14790,6.76132521974307e-05
